LAT,LONG
47.61748464,-122.3009896
47.70685021,-122.3339614
47.67060722,-122.3856286
47.69467601,-122.3354303
47.60673377,-122.3247487
47.61027832,-122.3398125
47.67225533,-122.3121853
47.65309613,-122.3763331
47.65583476,-122.3250231
47.65103759,-122.3299523
47.60639779,-122.323672
47.6590713,-122.3678256
47.6590713,-122.3678256
47.65815744,-122.3147066
47.59213208,-122.3098765
47.60613891,-122.3241854
47.6796219,-122.3765483
47.59694585,-122.3169944
47.65935151,-122.3663014
47.67201993,-122.3185067
47.59534369,-122.3122017
47.69545241,-122.3437072
47.69258128,-122.3435918
47.69434063,-122.3433867
47.60639779,-122.323672
47.59945633,-122.3306605
47.62444288,-122.3326066
47.50999118,-122.3733584
47.60501654,-122.3270502
47.67309601,-122.3462387
47.60974973,-122.3377929
47.67225533,-122.3121853
47.66166577,-122.3475335
47.64958668,-122.3055386
47.58865587,-122.3157481
47.62331787,-122.3275519
47.61842339,-122.3507512
47.60377872,-122.3303257
47.62320814,-122.3477045
47.69259843,-122.343592
47.59848664,-122.3139197
47.56769831,-122.3090879
47.61203216,-122.3416484
47.67549146,-122.3647809
47.54497336,-122.3216219
47.54497336,-122.3216219
47.67140812,-122.3121903
47.64674375,-122.3338384
47.6590713,-122.3678256
47.59789841,-122.3198376
47.67969701,-122.3776
47.65700185,-122.3134958
47.67367239,-122.3137675
47.65321517,-122.3763334
47.69511031,-122.3465019
47.57809787,-122.2956004
47.66183808,-122.3683978
47.69499951,-122.3469825
47.66407659,-122.3784724
47.60501654,-122.3270502
47.567563,-122.3216928
47.59353831,-122.3085733
47.62292954,-122.3276732
47.59385665,-122.3338617
47.63323879,-122.3748314
47.60507044,-122.3286686
47.58831641,-122.3146135
47.68972361,-122.2668186
47.6590713,-122.3678256
47.69140149,-122.3546985
47.69517397,-122.3469943
47.66554178,-122.3732553
47.71797245,-122.3506018
47.64842994,-122.3933672
47.64885388,-122.3938688
47.64915792,-122.3222771
47.66536434,-122.2963503
47.72309453,-122.3585521
47.69763803,-122.3367955
47.59694585,-122.3169944
47.66312571,-122.3642359
47.71666432,-122.3142344
47.61442398,-122.3301326
47.61454115,-122.3298529
47.69400664,-122.3431012
47.69434063,-122.3433867
47.6528809,-122.3776689
47.66310462,-122.3644128
47.7135481,-122.3128713
47.72642925,-122.3158563
47.6170637,-122.3462428
47.61727782,-122.3465877
47.66323679,-122.3768252
47.65921355,-122.3862738
47.68423465,-122.3447224
47.66329854,-122.3754861
47.66390533,-122.3149522
47.7059728,-122.3611294
47.64311896,-122.3056435
47.53140732,-122.370944
47.62577353,-122.3530626
47.69533392,-122.3420486
47.66499688,-122.3229844
47.71256505,-122.3441828
47.56999492,-122.3251618
47.60170997,-122.3263508
47.64709161,-122.3504796
47.57494539,-122.3709162
47.66984389,-122.3842042
47.55297239,-122.3247215
47.54895372,-122.3174747
47.66261675,-122.310516
47.63127801,-122.373869
47.6590713,-122.3678256
47.6590713,-122.3678256
47.65868328,-122.3646084
47.61652228,-122.34854
47.6590713,-122.3678256
47.65860594,-122.3674667
47.59247672,-122.3102118
47.58993723,-122.3069853
47.61442398,-122.3301326
47.59020102,-122.3073349
47.61129931,-122.3384365
47.69072423,-122.3555153
47.69305951,-122.3452173
47.67114371,-122.3048183
47.69081693,-122.3542451
47.66614052,-122.4094342
47.66951353,-122.3551277
47.62097765,-122.3442821
47.71010457,-122.331742
47.69434063,-122.3433867
47.6244983,-122.3424978
47.60453507,-122.3307205
47.52146334,-122.3811631
47.52063542,-122.3790467
47.66159599,-122.3763215
47.58860903,-122.3076137
