LAT,LONG
47.63700177,-122.35635
47.65769169,-122.36439
47.65335636,-122.3590017
47.70902232,-122.33350
47.59544594,-122.31738
47.6370856,-122.34459
47.6541529,-122.37805
47.61649204,-122.31895
47.66966978,-122.38928
47.61853143,-122.32181
47.66116102,-122.32110
47.65652623,-122.34688
47.63926153,-122.34534
47.65466641,-122.35598
47.68423465,-122.34472
47.66503009,-122.31589
47.68248107,-122.30560
47.6879075,-122.37917
47.6090163,-122.33120
47.65193349,-122.34822
47.65193349,-122.34822
47.62444107,-122.32585
47.58617829,-122.30071
47.65115242,-122.34765
47.65104178,-122.34756
47.6616175,-122.34080
47.63476873,-122.32271
47.59474603,-122.30253
47.65193349,-122.34822
47.6745357,-122.40612
47.66751083,-122.38282
47.66751083,-122.38282
47.65093157,-122.32369
47.63926153,-122.34534
47.65210335,-122.34832
47.66508652,-122.41058
47.66856958,-122.40381
47.66117479,-122.32149
47.61346582,-122.32891
47.5453001,-122.28911
47.65218854,-122.34828
47.68423465,-122.34472
47.63210382,-122.32700
47.5853348,-122.30251
47.66892624,-122.37912
47.59346209,-122.30791
47.61224277,-122.33279
47.658302,-122.36638
47.67154435,-122.28788
47.6767784,-122.31990
47.67737036,-122.32090
47.67462894,-122.35466
47.61861085,-122.36014
47.63897387,-122.34459
47.65168801,-122.34819
47.65193349,-122.34822
47.66774735,-122.34741
47.63709286,-122.34380
47.63753598,-122.34483
47.67714669,-122.32069
47.59322729,-122.30388
47.59975108,-122.31750
47.59869858,-122.32229
47.70668459,-122.36405
47.65656571,-122.31265
47.64052646,-122.37583
47.63821326,-122.35664
47.66351188,-122.37961
47.58305125,-122.33289
47.65137302,-122.34764
47.6612433,-122.29286
47.59892705,-122.31920
47.54954269,-122.32714
47.64290828,-122.34775
47.71585446,-122.33934
47.70933807,-122.33159
47.57186865,-122.32334
47.61855493,-122.34357
47.65661328,-122.34925
47.55951836,-122.33256
47.58839109,-122.32171
47.58839109,-122.32171
47.5709479,-122.32311
47.58797139,-122.32585
47.66166577,-122.34753
47.56793021,-122.36854
47.64494171,-122.37681
47.55396159,-122.33208
47.57354825,-122.32526
47.65185884,-122.35531
47.55316977,-122.33289
47.66389075,-122.37585
47.69255983,-122.34420
47.66855074,-122.32280
47.64824353,-122.37711
47.5472471,-122.32051
47.6077827,-122.32110
47.65742484,-122.32323
47.61414086,-122.31004
47.54621762,-122.32812
47.66599574,-122.37052
47.6628003,-122.36657
47.68748522,-122.35284
47.61514876,-122.30940
47.64312393,-122.34682
47.71585256,-122.29568
47.65894425,-122.36472
47.66220494,-122.37633
47.67204103,-122.37908
47.55038148,-122.32497
47.59692307,-122.32276
47.65824305,-122.36792
47.61858939,-122.28494
47.59724869,-122.30538
47.66166577,-122.34753
47.66125691,-122.33466
47.666628,-122.37494
47.65104178,-122.34756
47.65115242,-122.34765
47.63854528,-122.34504
47.68823914,-122.34697
47.61150074,-122.32984
47.65099645,-122.34914
47.65037636,-122.34767
47.59111907,-122.33728
47.69046633,-122.35496
47.66149482,-122.33454
47.63247805,-122.36082
47.56216255,-122.33526
47.71978639,-122.35321
47.64535098,-122.30381
47.59900734,-122.31881
47.59869858,-122.32229
47.70427495,-122.31270
47.70442871,-122.31271
47.67175924,-122.32891
47.55321925,-122.32125
