LAT,LONG
47.69061033,-122.357982
47.70598214,-122.3348568
47.71486715,-122.329585
47.69173413,-122.3808643
47.70658452,-122.3360282
47.67503652,-122.3218489
47.6647533,-122.3774158
47.6745166,-122.3220278
47.58965008,-122.3064956
47.66834147,-122.3231364
47.58360738,-122.333691
47.58822645,-122.3259699
47.66660056,-122.3059625
47.66860907,-122.3228434
47.66810103,-122.2689087
47.58118243,-122.3336865
47.70236862,-122.3471484
47.68856604,-122.3598032
47.5883087,-122.3260011
47.66925967,-122.3621957
47.62325701,-122.3113401
47.65986593,-122.3664423
47.51815044,-122.3509329
47.63214036,-122.3439729
47.66791214,-122.3896272
47.66016878,-122.3665837
47.66400359,-122.3134809
47.66876268,-122.3868529
47.70659592,-122.3351348
47.69958265,-122.3028738
47.67401893,-122.3199958
47.67289606,-122.319852
47.56163728,-122.2972831
47.61283153,-122.3233453
47.66702979,-122.4001429
47.55508808,-122.3626997
47.61265959,-122.3279981
47.69625386,-122.3721392
47.66728584,-122.3116255
47.69580036,-122.3720787
47.69606622,-122.3727546
47.6142315,-122.3231248
47.66447427,-122.3811024
47.66131518,-122.3665373
47.70381552,-122.3451463
47.62664085,-122.3142377
47.5884106,-122.3058274
47.62688711,-122.3145935
47.58814473,-122.3288263
47.5581257,-122.3188989
47.57057451,-122.3570835
47.60546189,-122.3409055
47.7248918,-122.3035866
47.58682673,-122.329583
47.70659592,-122.3351348
47.70659592,-122.3351348
47.58965008,-122.3064956
47.69590166,-122.3750604
47.58773894,-122.3052494
47.69007355,-122.3771683
47.58705568,-122.3045214
47.64625879,-122.3236723
47.66389075,-122.3758537
47.65744528,-122.3644096
47.66773349,-122.3986715
47.69838803,-122.3377541
47.61658997,-122.3241939
47.60442311,-122.3276842
47.66366393,-122.3763204
47.72426211,-122.2911879
47.52022331,-122.3683425
47.59619576,-122.3157309
47.66440161,-122.32048
47.62889601,-122.3435358
47.6941399,-122.3364799
47.61137337,-122.3494723
47.65553287,-122.3427882
47.66762548,-122.3710008
47.62291398,-122.3224515
47.61832025,-122.3338005
47.60020713,-122.3267223
47.59691137,-122.3218057
47.60099857,-122.3044424
47.66167643,-122.2871219
47.61842339,-122.3507512
47.60472382,-122.3278211
47.61842339,-122.3507512
47.61514876,-122.3094019
47.66511011,-122.3187151
47.6925315,-122.343145
47.69612272,-122.3729094
47.71867782,-122.3005297
47.6925315,-122.343145
47.64678896,-122.3174632
47.64691436,-122.3165562
47.59447654,-122.311429
47.60585124,-122.3377215
47.61748464,-122.3009896
47.67426829,-122.3791116
47.61326314,-122.3481579
47.52091367,-122.3453205
47.61402157,-122.3501592
47.7030755,-122.3498453
47.58136568,-122.4045003
47.57179113,-122.3303726
47.59262898,-122.3095225
47.60084761,-122.3128805
47.6126336,-122.3477874
47.61323335,-122.3243255
47.61160902,-122.3459152
47.66264657,-122.3161553
47.66054717,-122.3157335
47.65279855,-122.3595887
47.69036039,-122.3496535
47.60077554,-122.3140097
47.68262691,-122.325677
47.64422859,-122.3467891
47.55630986,-122.3654269
47.61384613,-122.3227088
47.66190289,-122.3765282
47.67425977,-122.3208992
47.67518816,-122.3202114
47.62213019,-122.322482
47.70224873,-122.3272494
47.69592327,-122.3637117
47.6215394,-122.320716
47.61160902,-122.3459152
47.61284767,-122.3318088
47.51056469,-122.2654069
47.59345158,-122.3223879
47.70739274,-122.3417262
47.70554389,-122.2882197
47.63214036,-122.3439729
47.68643544,-122.3890505
47.62542583,-122.3269097
47.61806057,-122.3432872
47.67486655,-122.3856568
47.70327482,-122.333782
47.71028732,-122.3317058
47.61193028,-122.3464061
47.61180137,-122.344936
47.61299441,-122.3474921
47.66311178,-122.3163586
47.69801209,-122.3726111
47.61558431,-122.3347514
47.61619298,-122.345988
47.66435032,-122.3160738
47.57496937,-122.3709212
47.71224716,-122.3260502
47.54620692,-122.2771666
47.59053868,-122.3073173
47.67186393,-122.3120101
47.61613331,-122.3347463
47.66215407,-122.323207
47.65390973,-122.3769002
47.63214036,-122.3439729
47.60472382,-122.3278211
47.62076397,-122.3583771
47.67120529,-122.3435948
47.6722515,-122.3439769
47.56267748,-122.3236354
47.66390533,-122.3149522
47.66899722,-122.4043959
47.72000419,-122.2993015
47.66072487,-122.3464558
47.63776066,-122.3560596
47.63752563,-122.3571875
47.64312393,-122.3468164
47.65344844,-122.3604438
47.65699947,-122.3640798
47.51103454,-122.3655597
47.66494396,-122.3184379
47.6264784,-122.3253197
47.62475902,-122.3337494
47.52676171,-122.3233554
47.69707271,-122.3419034
47.56201891,-122.3230472
47.61820694,-122.3471688
47.66453993,-122.3683696
47.58993723,-122.3069853
47.64312393,-122.3468164
47.68960652,-122.3421652
47.68990501,-122.3424405
47.56165664,-122.3237021
47.68981882,-122.3418236
47.61526393,-122.3168542
47.59034059,-122.3074422
47.69315343,-122.3257177
47.57410915,-122.3371538
47.65494788,-122.3763741
47.6519079,-122.3224791
47.60803647,-122.3427477
47.70408808,-122.3453963
47.61424186,-122.3077061
47.69981784,-122.3662426
47.69040312,-122.3662758
47.58993723,-122.3069853
47.59209766,-122.3295829
47.65626167,-122.282364
47.62472558,-122.3453363
47.67160847,-122.4049659
47.67710946,-122.3186303
47.5988296,-122.3229085
47.70822229,-122.3429434
47.6882425,-122.34019
47.59956014,-122.3223569
47.69771259,-122.3257694
47.6251223,-122.3325638
47.70700123,-122.3426639
47.71355502,-122.355994
